# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_008298035.1	PRJNA485700	SAMN10980027	NA	na	122	122	Gimesia maris	strain=DSM 8797	NA	latest	Complete Genome	Major	Full	2019-08-22	ASM829803v1	Radboud Universiteit Nijmegen	GCF_008298035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/298/035/GCA_008298035.1_ASM829803v1	NA	assembly from type material
GCA_009720545.1	PRJNA564883	SAMN12726143	NA	representative genome	122	122	Gimesia maris	strain=DSM 8797	NA	latest	Complete Genome	Major	Full	2019-11-29	ASM972054v1	Chinese Academy of Sciences	GCF_009720545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/545/GCA_009720545.1_ASM972054v1	NA	assembly from type material
GCA_000025185.1	PRJNA29845	SAMN00120219	NA	representative genome	530564	125	Pirellula staleyi DSM 6068	strain=DSM 6068	NA	latest	Complete Genome	Major	Full	2010-01-07	ASM2518v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000025185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/185/GCA_000025185.1_ASM2518v1	NA	assembly from type material
GCA_000186345.1	PRJNA32825	SAMN00138929	NA	representative genome	575540	128	Isosphaera pallida ATCC 43644	strain=ATCC 43644	NA	latest	Complete Genome	Major	Full	2011-01-20	ASM18634v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000186345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/345/GCA_000186345.1_ASM18634v1	NA	assembly from type material
GCA_009685195.1	PRJNA565504	SAMN12748973	NA	na	134	134	Methylocystis parvus	strain=BRCS2	NA	latest	Complete Genome	Major	Full	2019-11-21	ASM968519v1	SBRC Nottingham	GCF_009685195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/685/195/GCA_009685195.1_ASM968519v1	NA	NA
GCA_000008685.2	PRJNA3	SAMN02603966	NA	na	224326	139	Borreliella burgdorferi B31	strain=B31	NA	latest	Complete Genome	Major	Full	2011-11-09	ASM868v2	TIGR	GCF_000008685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/685/GCA_000008685.2_ASM868v2	NA	assembly from type material
GCA_000021405.1	PRJNA19839	SAMN02603438	NA	na	445985	139	Borreliella burgdorferi ZS7	strain=ZS7	NA	latest	Complete Genome	Major	Full	2008-12-17	ASM2140v1	J. Craig Venter Institute	GCF_000021405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/405/GCA_000021405.1_ASM2140v1	NA	NA
GCA_000166635.2	PRJNA29357	SAMN02604202	NA	na	521007	139	Borreliella burgdorferi N40	strain=N40	NA	latest	Complete Genome	Major	Full	2010-11-16	ASM16663v1	University of Maryland School of Medicine - Institute for Genome Sciences	GCF_000166635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/635/GCA_000166635.2_ASM16663v1	NA	NA
GCA_000166655.2	PRJNA29359	SAMN02604203	NA	na	521008	139	Borreliella burgdorferi JD1	strain=JD1	NA	latest	Complete Genome	Major	Full	2010-11-16	ASM16665v1	University of Maryland School of Medicine - Institute for Genome Sciences	GCF_000166655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/655/GCA_000166655.2_ASM16665v1	NA	NA
GCA_000444465.1	PRJNA200089	SAMN02604148	NA	na	1328311	139	Borreliella burgdorferi CA382	strain=CA382	NA	latest	Complete Genome	Major	Full	2013-08-06	ASM44446v1	University of California Irvine	GCF_000444465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/465/GCA_000444465.1_ASM44446v1	NA	NA
GCA_002151465.1	PRJNA270494	SAMN03269135	NA	na	139	139	Borreliella burgdorferi	strain=PAli	yes	latest	Complete Genome	Major	Full	2017-05-19	ASM215146v1	Bavarian Health and Food Safety Authority	GCF_002151465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/465/GCA_002151465.1_ASM215146v1	NA	NA
GCA_002151485.1	PRJNA270494	SAMN03269134	NA	na	139	139	Borreliella burgdorferi	strain=PAbe	NA	latest	Complete Genome	Major	Full	2017-05-19	ASM215148v1	Bavarian Health and Food Safety Authority	GCF_002151485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/485/GCA_002151485.1_ASM215148v1	NA	NA
GCA_002151505.1	PRJNA270494	SAMN06324250	NA	representative genome	139	139	Borreliella burgdorferi	strain=B31_NRZ	B31	latest	Complete Genome	Major	Full	2017-05-19	ASM215150v1	Bavarian Health and Food Safety Authority	GCF_002151505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/505/GCA_002151505.1_ASM215150v1	NA	assembly from type material
GCA_002442595.1	PRJNA342676	SAMN05763278	NA	na	139	139	Borreliella burgdorferi	strain=B331	NA	latest	Complete Genome	Major	Full	2017-10-04	ASM244259v1	New York Medical College	GCF_002442595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/595/GCA_002442595.1_ASM244259v1	NA	NA
GCA_003367295.1	PRJNA397229	SAMN07452586	NA	na	139	139	Borreliella burgdorferi	strain=MM1	NA	latest	Complete Genome	Major	Full	2018-08-08	ASM336729v1	Institute for Systems Biology	GCF_003367295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/295/GCA_003367295.1_ASM336729v1	NA	NA
GCA_000956315.1	PRJNA201001	SAMN03408291	NA	na	1329908	140	Borrelia hermsii CC1	strain=CC1	NA	latest	Complete Genome	Major	Full	2015-03-19	ASM95631v1	University of California Irvine	GCF_000956315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/315/GCA_000956315.1_ASM95631v1	NA	NA
GCA_001660005.1	PRJNA311246	SAMN04481062	NA	representative genome	1867252	140	Borrelia hermsii HS1	strain=HS1	Browne Mountain	latest	Complete Genome	Major	Full	2016-04-22	ASM166000v1	University of California Irvine	GCF_001660005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/005/GCA_001660005.1_ASM166000v1	NA	assembly designated as reftype
GCA_000512145.2	PRJNA231102	SAMN02641595	NA	representative genome	1435045	141	Borrelia parkeri HR1	strain=HR1	NA	latest	Complete Genome	Major	Full	2014-01-07	ASM51214v2	University of California Irvine	GCF_000512145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/145/GCA_000512145.2_ASM51214v2	NA	NA
GCA_000012085.2	PRJNA13597	SAMN02603508	NA	representative genome	314724	142	Borrelia turicatae 91E135	strain=91E135	Oz1	latest	Complete Genome	Major	Full	2017-07-05	ASM1208v2	Laboratory of Human Bacterial Pathenogenesis, Rocky Mountain Laboratories, NIAID	GCF_000012085.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/085/GCA_000012085.2_ASM1208v2	NA	assembly designated as reftype
GCA_003568645.1	PRJNA318287	SAMN04695901	NA	na	142	142	Borrelia turicatae	strain=BTE5EL	NA	latest	Complete Genome	Major	Full	2016-05-19	ASM356864v1	Centers for Disease Control and Prevention	GCF_003568645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/645/GCA_003568645.1_ASM356864v1	NA	NA
GCA_001936255.1	PRJNA212123	SAMN04359737	NA	representative genome	1365188	143	Borrelia anserina Es	strain=Es	UTHSCSA	latest	Complete Genome	Major	Full	2017-01-05	ASM193625v1	University of California Irvine	GCF_001936255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/255/GCA_001936255.1_ASM193625v1	NA	assembly designated as reftype
GCA_000147075.1	PRJNA39877	SAMN02603259	NA	na	665571	154	Spirochaeta thermophila DSM 6192	strain=DSM 6192	NA	latest	Complete Genome	Major	Full	2010-09-10	ASM14707v1	Georg-August-University Goettingen	GCF_000147075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/075/GCA_000147075.1_ASM14707v1	NA	NA
GCA_000184345.2	PRJNA50823	SAMN00191235	NA	representative genome	869211	154	Spirochaeta thermophila DSM 6578	strain=DSM 6578	NA	latest	Complete Genome	Major	Full	2011-07-06	ASM18434v2	US DOE Joint Genome Institute (JGI-PGF)	GCF_000184345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/345/GCA_000184345.2_ASM18434v2	NA	assembly from type material
GCA_000008185.1	PRJNA4	SAMN02603967	NA	representative genome	243275	158	Treponema denticola ATCC 35405	strain=ATCC 35405	NA	latest	Complete Genome	Major	Full	2004-02-03	ASM818v1	TIGR	GCF_000008185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/185/GCA_000008185.1_ASM818v1	NA	assembly from type material
GCA_000022105.1	PRJNA31263	SAMN02603102	NA	na	565034	159	Brachyspira hyodysenteriae WA1	strain=WA1; ATCC 49526	NA	latest	Complete Genome	Major	Full	2009-03-18	ASM2210v1	Centre for Comparative Genomics	GCF_000022105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/105/GCA_000022105.1_ASM2210v1	NA	NA
GCA_001676785.2	PRJNA322728	SAMN05172954	NA	representative genome	1266923	159	Brachyspira hyodysenteriae ATCC 27164	strain=B-78	NA	latest	Complete Genome	Major	Full	2016-09-30	ASM167678v2	University of Minnesota	GCF_001676785.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/785/GCA_001676785.2_ASM167678v2	NA	assembly from type material
GCA_002850235.1	PRJNA342417	SAMN05757017	NA	na	159	159	Brachyspira hyodysenteriae	strain=BH718	NA	latest	Complete Genome	Major	Full	2018-01-03	ASM285023v1	University of Perugia	GCF_002850235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/235/GCA_002850235.1_ASM285023v1	NA	NA
GCA_000008605.1	PRJNA5	SAMN02604348	NA	na	243276	160	Treponema pallidum subsp. pallidum str. Nichols	strain=Nichols	NA	latest	Complete Genome	Major	Full	1999-12-22	ASM860v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000008605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/605/GCA_000008605.1_ASM860v1	NA	NA
GCA_000604125.1	PRJNA74337	SAMN03081438	NA	representative genome	1095955	160	Treponema pallidum subsp. pallidum str. Sea 81-4	strain=Sea 81-4	NA	latest	Complete Genome	Major	Full	2014-03-28	ASM60412v1	University of Washington	GCF_000604125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/125/GCA_000604125.1_ASM60412v1	NA	NA
GCA_005885795.1	PRJNA544173	SAMN11812273	NA	na	161	160	Treponema pallidum subsp. pallidum	strain=X-4	NA	latest	Complete Genome	Major	Full	2019-05-29	ASM588579v1	Zhongshan Hospital, Medical College of Xiamen University, Xiamen, China	GCF_005885795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/885/795/GCA_005885795.1_ASM588579v1	NA	NA
GCA_008152505.1	PRJNA559067	SAMN12512742	NA	na	162	162	Treponema phagedenis	strain=S11.1	NA	latest	Complete Genome	Major	Full	2019-08-30	ASM815250v1	University of Bern	GCF_008152505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/152/505/GCA_008152505.1_ASM815250v1	NA	NA
GCA_008152825.1	PRJNA559067	SAMN12512740	NA	na	162	162	Treponema phagedenis	strain=S2.3	NA	latest	Complete Genome	Major	Full	2019-08-30	ASM815282v1	University of Bern	GCF_008152825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/152/825/GCA_008152825.1_ASM815282v1	NA	NA
GCA_008153055.1	PRJNA559067	SAMN12512739	NA	na	162	162	Treponema phagedenis	strain=B31.4	NA	latest	Complete Genome	Major	Full	2019-08-30	ASM815305v1	University of Bern	GCF_008153055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/153/055/GCA_008153055.1_ASM815305v1	NA	NA
GCA_008153205.1	PRJNA559067	SAMN12512738	NA	na	162	162	Treponema phagedenis	strain=B36.5	NA	latest	Complete Genome	Major	Full	2019-08-30	ASM815320v1	University of Bern	GCF_008153205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/153/205/GCA_008153205.1_ASM815320v1	NA	NA
GCA_008153345.1	PRJNA559067	SAMN12512735	NA	na	162	162	Treponema phagedenis	strain=B43.1	NA	latest	Complete Genome	Major	Full	2019-08-30	ASM815334v1	University of Bern	GCF_008153345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/153/345/GCA_008153345.1_ASM815334v1	NA	assembly from type material
GCA_000195275.1	PRJNA50825	SAMN00713601	NA	representative genome	869209	167	Treponema succinifaciens DSM 2489	strain=DSM 2489	NA	latest	Complete Genome	Major	Full	2011-04-07	ASM19527v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000195275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/275/GCA_000195275.1_ASM19527v1	NA	assembly from type material
GCA_000017605.1	PRJNA16153	SAMN02603617	NA	na	355278	172	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	strain=Patoc 1 (Ames)	NA	latest	Complete Genome	Major	Full	2008-02-13	ASM1760v1	Monash University	GCF_000017605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/605/GCA_000017605.1_ASM1760v1	NA	NA
GCA_000017685.1	PRJNA20133	SAMN02603347	NA	representative genome	456481	172	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	strain=Patoc 1 (Paris)	NA	latest	Complete Genome	Major	Full	2008-02-13	ASM1768v1	Institut Pasteur	GCF_000017685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/685/GCA_000017685.1_ASM1768v1	NA	assembly from type material
GCA_000007685.1	PRJNA10687	SAMN02603847	NA	na	267671	173	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	strain=Fiocruz L1-130	NA	latest	Complete Genome	Major	Full	2004-03-22	ASM768v1	Sao Paulo state (Brazil) Consortium	GCF_000007685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/685/GCA_000007685.1_ASM768v1	NA	NA
GCA_000092565.1	PRJNA293	SAMN02603127	NA	na	189518	173	Leptospira interrogans serovar Lai str. 56601	strain=56601	NA	latest	Complete Genome	Major	Full	2010-04-06	ASM9256v1	Chinese National HGC, Shanghai	GCF_000092565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/565/GCA_000092565.1_ASM9256v1	NA	NA
GCA_000231175.1	PRJNA32553	SAMN02603861	NA	na	573825	173	Leptospira interrogans serovar Lai str. IPAV	strain=IPAV	NA	latest	Complete Genome	Major	Full	2011-10-20	ASM23117v1	Shanghai Jiao Tong University	GCF_000231175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/175/GCA_000231175.1_ASM23117v1	NA	NA
GCA_000941035.1	PRJNA217894	SAMN03375751	NA	na	1395589	173	Leptospira interrogans serovar Linhai str. 56609	strain=56609	NA	latest	Complete Genome	Major	Full	2015-03-04	ASM94103v1	Department of Medical Microbiology and Parasitology, Institutes of Medical Science, Shanghai Jiao Tong University School of Medicine	GCF_000941035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/035/GCA_000941035.1_ASM94103v1	NA	NA
GCA_001010765.1	PRJNA269972	SAMN03259167	NA	na	338215	173	Leptospira interrogans serovar Bratislava	strain=PigK151	NA	latest	Complete Genome	Major	Full	2015-05-20	ASM101076v1	USDA, ARS, National Animal Disease Center	GCF_001010765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/010/765/GCA_001010765.1_ASM101076v1	NA	NA
GCA_001047635.1	PRJNA287300	SAMN03780437	NA	na	214675	173	Leptospira interrogans serovar Manilae	strain=UP-MMC-NIID LP	NA	latest	Complete Genome	Major	Full	2015-07-08	ASM104763v1	Okinawa Institute of Advanced Sciences	GCF_001047635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/635/GCA_001047635.1_ASM104763v1	NA	NA
GCA_001047655.1	PRJNA287301	SAMN03780438	NA	na	214675	173	Leptospira interrogans serovar Manilae	strain=UP-MMC-NIID HP	NA	latest	Complete Genome	Major	Full	2015-07-08	ASM104765v1	Okinawa Institute of Advanced Sciences	GCF_001047655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/655/GCA_001047655.1_ASM104765v1	NA	NA
GCA_001293065.1	PRJNA185511	SAMN03853357	NA	na	1279460	173	Leptospira interrogans serovar Hardjo str. Norma	strain=Norma	NA	latest	Complete Genome	Major	Full	2015-09-17	ASM129306v1	Federal University of Minas Gerais	GCF_001293065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/065/GCA_001293065.1_ASM129306v1	NA	NA
GCA_002073495.2	PRJNA231221	SAMN04875540	NA	na	44275	173	Leptospira interrogans serovar Copenhageni	strain=FDAARGOS_203	NA	latest	Complete Genome	Major	Full	2018-03-01	ASM207349v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_002073495.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/495/GCA_002073495.2_ASM207349v2	NA	NA
GCA_005222565.1	PRJNA528695	SAMN11289419	NA	na	173	173	Leptospira interrogans	strain=FMAS_KW1	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522256v1	Rajarata University of Sri lanka	GCF_005222565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/565/GCA_005222565.1_ASM522256v1	NA	NA
GCA_005222585.1	PRJNA528695	SAMN11289420	NA	na	173	173	Leptospira interrogans	strain=FMAS_KW2	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522258v1	Rajarata University of Sri lanka	GCF_005222585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/585/GCA_005222585.1_ASM522258v1	NA	NA
GCA_005222625.1	PRJNA528695	SAMN11289421	NA	representative genome	173	173	Leptospira interrogans	strain=FMAS_AW1	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522262v1	Rajarata University of Sri lanka	GCF_005222625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/625/GCA_005222625.1_ASM522262v1	NA	NA
GCA_008118365.1	PRJNA560522	SAMN12588099	NA	na	176	173	Leptospira interrogans serovar Hardjo	strain=L53	NA	latest	Complete Genome	Major	Full	2019-08-27	ASM811836v1	Londrina State University	GCF_008118365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/118/365/GCA_008118365.1_ASM811836v1	NA	NA
GCA_008831445.1	PRJNA574874	SAMN12871420	NA	na	211880	173	Leptospira interrogans serovar Canicola	strain=LJ178	NA	latest	Complete Genome	Major	Full	2019-10-07	ASM883144v1	Chinese National Human Genome Center at Shanghai	GCF_008831445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/445/GCA_008831445.1_ASM883144v1	NA	NA
GCA_008831465.1	PRJNA574874	SAMN12871448	NA	na	211880	173	Leptospira interrogans serovar Canicola	strain=611	NA	latest	Complete Genome	Major	Full	2019-10-07	ASM883146v1	Chinese National Human Genome Center at Shanghai	GCF_008831465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/465/GCA_008831465.1_ASM883146v1	NA	NA
GCA_010978155.1	PRJNA600490	SAMN13822336	NA	na	44275	173	Leptospira interrogans serovar Copenhageni	strain=SK1	NA	latest	Complete Genome	Major	Full	2020-02-24	ASM1097815v1	INDICASAT AIP	GCF_010978155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/978/155/GCA_010978155.1_ASM1097815v1	NA	NA
GCA_000013945.1	PRJNA16146	SAMN02603615	NA	representative genome	355276	174	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	strain=L550	NA	latest	Complete Genome	Major	Full	2006-10-13	ASM1394v1	Monash University	GCF_000013945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/945/GCA_000013945.1_ASM1394v1	NA	NA
GCA_000013965.1	PRJNA16148	SAMN02603616	NA	na	355277	174	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	strain=JB197	NA	latest	Complete Genome	Major	Full	2006-10-13	ASM1396v1	Monash University	GCF_000013965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/965/GCA_000013965.1_ASM1396v1	NA	NA
GCA_001444465.1	PRJNA287732	SAMN03785545	NA	na	280505	174	Leptospira borgpetersenii serovar Ballum	strain=56604	NA	latest	Complete Genome	Major	Full	2015-11-17	ASM144446v1	Shanghai Jiao Tong University School of Medicine	GCF_001444465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/465/GCA_001444465.1_ASM144446v1	NA	NA
GCA_003254845.1	PRJNA384237	SAMN06830783	NA	na	338217	174	Leptospira borgpetersenii serovar Hardjo-bovis	strain=203	NA	latest	Complete Genome	Major	Full	2018-06-19	ASM325484v1	USDA, ARS, National Animal Disease Center	GCF_003254845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/845/GCA_003254845.1_ASM325484v1	NA	NA
GCA_003516145.1	PRJNA401006	SAMN08498447	NA	na	508536	174	Leptospira borgpetersenii serovar Ceylonica	strain=Piyasena	NA	latest	Complete Genome	Major	Full	2018-09-10	ASM351614v1	JCVI	GCF_003516145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/516/145/GCA_003516145.1_ASM351614v1	NA	NA
GCA_003716785.1	PRJNA488171	SAMN09926239	NA	na	338217	174	Leptospira borgpetersenii serovar Hardjo-bovis	strain=L49	NA	latest	Complete Genome	Major	Full	2018-11-07	ASM371678v1	Londrina State University	GCF_003716785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/716/785/GCA_003716785.1_ASM371678v1	NA	NA
GCA_000284315.1	PRJDB73	SAMD00061058	NA	representative genome	1162668	180	Leptospirillum ferrooxidans C2-3	strain=C2-3	NA	latest	Complete Genome	Major	Full	2012-03-30	ASM28431v1	Ibaraki University, college of agriculture	GCF_000284315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/315/GCA_000284315.1_ASM28431v1	NA	NA
GCA_000632475.2	PRJNA238398	SAMN02644441	NA	na	192	192	Azospirillum brasilense	strain=Az39	NA	latest	Complete Genome	Major	Full	2014-06-05	ASM63247v2	INDEAR	GCF_000632475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/475/GCA_000632475.2_ASM63247v2	NA	NA
GCA_001315015.1	PRJNA293508	SAMN04005082	NA	representative genome	192	192	Azospirillum brasilense	strain=Sp 7	NA	latest	Complete Genome	Major	Full	2015-10-15	ASM131501v1	Kyungpook National University	GCF_001315015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/015/GCA_001315015.1_ASM131501v1	NA	assembly from type material
GCA_005222145.1	PRJNA490424	SAMN10036148	NA	na	192	192	Azospirillum brasilense	strain=MTCC4038	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522214v1	Banaras Hindu University	GCF_005222145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/145/GCA_005222145.1_ASM522214v1	NA	NA
GCA_005222165.1	PRJNA490424	SAMN10036145	NA	na	192	192	Azospirillum brasilense	strain=MTCC4035	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522216v1	Banaras Hindu University	GCF_005222165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/165/GCA_005222165.1_ASM522216v1	NA	NA
GCA_005222205.1	PRJNA490424	SAMN10036345	NA	na	192	192	Azospirillum brasilense	strain=MTCC4039	NA	latest	Complete Genome	Major	Full	2019-05-07	ASM522220v1	Banaras Hindu University	GCF_005222205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/205/GCA_005222205.1_ASM522220v1	NA	NA
GCA_008274945.1	PRJNA496362	SAMN10239594	NA	na	192	192	Azospirillum brasilense	strain=Sp 7	NA	latest	Complete Genome	Major	Full	2019-09-05	ASM827494v1	Banaras Hindu University	GCF_008274945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/274/945/GCA_008274945.1_ASM827494v1	NA	assembly from type material
GCA_008274965.1	PRJNA496372	SAMN10239738	NA	na	192	192	Azospirillum brasilense	strain=Cd	NA	latest	Complete Genome	Major	Full	2019-09-05	ASM827496v1	Banaras Hindu University	GCF_008274965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/274/965/GCA_008274965.1_ASM827496v1	NA	NA
GCA_000010725.1	PRJDA32551	SAMD00060958	NA	na	137722	193	Azospirillum sp. B510	strain=B510	NA	latest	Complete Genome	Major	Full	2010-02-16	ASM1072v1	Kazusa DNA Research Institute	GCF_000010725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/725/GCA_000010725.1_ASM1072v1	NA	NA
